"SYMBOL","DATE1","PREV_CLOSE","CLOSE_PRICE","AVG_PRICE","TTL_TRD_QNTY","TURNOVER_LACS","NO_OF_TRADES","DELIV_QTY","DELIV_PER","DELIV_LACS"
"LIQUIDBEES"," 27-Apr-2021","999.99","999.99","999.99","1504739","15047.3","3351","1377457","91.54","13774"
"CADILAHC"," 27-Apr-2021","569.55","562.8","562.39","15090074","84865.06","164989","2391945","15.85","13452"
"ADANIPORTS"," 27-Apr-2021","730.75","749.15","747.67","20573107","153819.13","236896","1779639","8.65","13305"
"DRREDDY"," 27-Apr-2021","5066.7","5057.25","5065.33","957835","48517.46","64767","260296","27.18","13184"
"JINDALSTEL"," 27-Apr-2021","442.95","449.9","448.95","17708967","79504.49","139145","2929261","16.54","13150"
"WIPRO"," 27-Apr-2021","480.3","485.05","484.07","7209467","34899.1","112831","2548269","35.35","12335"
"ATGL"," 27-Apr-2021","1153.8","1152.0","1153.19","1442775","16637.87","24785","1034937","71.73","11934"
"DIVISLAB"," 27-Apr-2021","3784.35","3908.95","3856.1","804123","31007.77","61739","299354","37.23","11543"
"VEDL"," 27-Apr-2021","236.65","243.35","242.2","15648609","37901.0","80210","4760483","30.42","11529"
"BRITANNIA"," 27-Apr-2021","3539.2","3541.2","3539.42","813608","28796.97","46189","322686","39.66","11421"
"DEEPAKNTR"," 27-Apr-2021","1637.5","1782.55","1742.71","4531215","78966.07","149692","647324","14.29","11280"
"LUXIND"," 27-Apr-2021","1877.9","1890.55","1875.87","660639","12392.72","5041","557625","84.41","10460"
"ZEEL"," 27-Apr-2021","186.4","188.15","189.41","14247767","26986.36","73673","5425957","38.08","10277"
"CIPLA"," 27-Apr-2021","905.4","912.4","909.22","5669049","51544.2","120188","1126288","19.87","10240"
"ITC"," 27-Apr-2021","205.3","205.4","205.85","11444814","23558.87","94890","4863874","42.5","10012"
"SBILIFE"," 27-Apr-2021","942.5","928.75","929.88","1926977","17918.49","86694","1069722","55.51","9947"
"LAURUSLABS"," 27-Apr-2021","465.75","467.25","463.3","5188525","24038.34","58563","2145185","41.34","9938"
"ULTRACEMCO"," 27-Apr-2021","6275.9","6326.8","6300.5","512910","32315.89","59349","155832","30.38","9818"
"BPCL"," 27-Apr-2021","418.9","420.35","420.45","5408165","22738.53","45282","2300523","42.54","9672"
"INDUSINDBK"," 27-Apr-2021","859.55","882.45","873.46","5202133","45438.45","96508","1095365","21.06","9567"
"TATACHEM"," 27-Apr-2021","733.65","759.7","751.85","6234702","46875.83","82060","1250968","20.06","9405"
"BIOCON"," 27-Apr-2021","395.5","398.1","394.55","4372334","17251.11","30081","2360861","54.0","9314"
"HINDCOPPER"," 27-Apr-2021","138.5","152.35","149.03","19168413","28566.73","98569","6095504","31.8","9084"
"POLYCAB"," 27-Apr-2021","1478.55","1541.85","1530.59","1054200","16135.49","38253","573013","54.36","8770"
"HATHWAY"," 27-Apr-2021","22.05","22.25","22.13","45314400","10028.74","12786","38440296","84.83","8506"
"IRCTC"," 27-Apr-2021","1730.85","1793.2","1769.79","2259767","39993.16","79388","480144","21.25","8497"
"AXISBANK"," 28-Apr-2021","699.55","708.15","701.92","54060587","379463.48","507747","17851331","33.02","125302"
"HDFCBANK"," 28-Apr-2021","1438.7","1476.8","1463.19","12051970","176343.77","197146","7196647","59.71","105300"
"ICICIBANK"," 28-Apr-2021","598.75","621.35","612.57","33292864","203942.19","295406","14011476","42.09","85830"
"RELIANCE"," 28-Apr-2021","1988.65","1997.3","1997.6","7902002","157850.76","247331","3921560","49.63","78337"
"BAJFINANCE"," 28-Apr-2021","4865.05","5280.9","5158.33","8576454","442401.75","466644","1420176","16.56","73257"
"SBIN"," 28-Apr-2021","353.05","363.4","361.63","56696255","205031.3","337002","13430042","23.69","48567"
"HDFC"," 28-Apr-2021","2518.4","2577.0","2574.21","3407461","87715.27","117425","1815110","53.27","46724"
"MARUTI"," 28-Apr-2021","6568.75","6573.8","6598.62","1406270","92794.37","117843","672435","47.82","44371"
"KOTAKBANK"," 28-Apr-2021","1750.3","1811.45","1798.0","4174599","75059.45","118297","2170192","51.99","39020"
"INFY"," 28-Apr-2021","1348.5","1356.0","1353.45","4879234","66037.78","137376","2857134","58.56","38669"
"HCLTECH"," 28-Apr-2021","928.85","923.8","926.63","6845677","63434.03","228230","3890178","56.83","36047"
"TATASTEEL"," 28-Apr-2021","977.75","971.4","972.08","20447968","198770.04","255599","3550908","17.37","34517"
"BRITANNIA"," 28-Apr-2021","3541.2","3478.75","3495.13","1498181","52363.39","97170","763715","50.98","26692"
"TCS"," 28-Apr-2021","3132.0","3124.1","3125.72","1639037","51231.76","76017","847762","51.72","26498"
"HINDUNILVR"," 28-Apr-2021","2379.85","2406.55","2414.15","1951215","47105.22","84910","1024216","52.49","24726"
"BHARTIARTL"," 28-Apr-2021","534.3","544.3","542.82","11970652","64978.66","125600","4344243","36.29","23581"
"LT"," 28-Apr-2021","1380.65","1375.9","1383.54","3220346","44554.88","88395","1638109","50.87","22663"
"BPCL"," 28-Apr-2021","420.35","417.5","419.33","9902533","41524.59","59529","5176820","52.28","21707"
"BIOCON"," 28-Apr-2021","398.1","390.85","391.37","11363709","44474.46","111412","5438117","47.86","21283"
"JINDALSTEL"," 28-Apr-2021","449.9","443.6","443.51","15697777","69621.57","108153","4181012","26.63","18543"
"TVSMOTOR"," 28-Apr-2021","566.3","645.8","641.67","39663387","254506.48","401855","2861501","7.21","18361"
"ADANIENT"," 28-Apr-2021","1191.15","1185.2","1196.37","5020151","60059.61","76062","1496439","29.81","17902"
"M&M"," 28-Apr-2021","778.4","782.1","791.37","5214319","41264.79","135922","2106168","40.39","16667"
"SAIL"," 28-Apr-2021","100.15","103.5","101.73","71403090","72639.87","144770","16380838","22.94","16664"
"CIPLA"," 28-Apr-2021","912.4","910.2","909.94","7251009","65979.7","134413","1772739","24.45","16130"
"SUNPHARMA"," 28-Apr-2021","639.25","643.4","642.77","6069155","39010.97","89304","2493978","41.09","16030"
"WIPRO"," 28-Apr-2021","485.05","489.3","487.55","9615534","46880.83","123736","3254249","33.84","15866"
"TATAMOTORS"," 28-Apr-2021","301.5","305.9","307.22","44668126","137227.78","264159","5116568","11.45","15719"
"JSWSTEEL"," 28-Apr-2021","665.9","662.65","661.63","15558949","102943.04","175365","2366037","15.21","15654"
"ITC"," 28-Apr-2021","205.4","205.5","205.96","12708021","26173.27","69476","7221020","56.82","14872"
"INDUSINDBK"," 28-Apr-2021","882.45","926.9","914.54","9935828","90867.35","179909","1616632","16.27","14784"
"SBICARD"," 28-Apr-2021","954.65","993.25","983.76","3785596","37241.35","129753","1476805","39.01","14528"
"TECHM"," 28-Apr-2021","969.25","977.4","974.22","2968625","28920.98","83143","1490701","50.22","14522"
"BAJAJFINSV"," 28-Apr-2021","10091.35","10489.3","10445.96","1113881","116355.57","126354","133587","11.99","13954"
"SRTRANSFIN"," 28-Apr-2021","1325.0","1404.8","1366.61","3411963","46628.19","71129","1010825","29.63","13814"
"HDFCLIFE"," 28-Apr-2021","678.75","672.6","675.25","4011121","27085.15","95806","1871633","46.66","12638"
"VEDL"," 28-Apr-2021","243.35","243.9","242.53","13518520","32786.89","62700","5077325","37.56","12314"
"DIVISLAB"," 28-Apr-2021","3908.95","3882.6","3916.72","911739","35710.22","66997","305668","33.53","11972"
"NAUKRI"," 28-Apr-2021","4950.05","5020.85","5040.18","905515","45639.55","74921","237053","26.18","11947"
"ASIANPAINT"," 28-Apr-2021","2574.35","2614.55","2605.91","1065561","27767.52","52622","449241","42.16","11706"
"ATGL"," 28-Apr-2021","1152.0","1154.95","1161.76","1428960","16601.16","24845","966070","67.61","11223"
"HINDALCO"," 28-Apr-2021","366.25","362.6","361.61","15197329","54955.71","126873","3077711","20.25","11129"
"DEEPAKNTR"," 28-Apr-2021","1782.55","1780.45","1815.29","3388293","61507.45","121517","563236","16.62","10224"
"ADANIPORTS"," 28-Apr-2021","749.15","746.25","751.02","11156977","83791.06","130847","1342353","12.03","10081"
"BANDHANBNK"," 28-Apr-2021","318.9","328.5","323.2","10820190","34970.41","98993","3117696","28.81","10076"
"LIQUIDBEES"," 28-Apr-2021","999.99","999.99","999.99","1080944","10809.38","2903","1007708","93.22","10076"
"L&TFH"," 28-Apr-2021","88.45","91.85","90.51","21936184","19855.37","51415","10765393","49.08","9743"
"DRREDDY"," 28-Apr-2021","5057.25","5044.45","5065.54","843953","42750.75","69716","184756","21.89","9358"
"PIDILITIND"," 28-Apr-2021","1833.15","1882.85","1872.73","871430","16319.55","33745","498049","57.15","9327"
"NESTLEIND"," 28-Apr-2021","16779.0","16633.8","16681.89","86876","14492.56","18998","54382","62.6","9071"
"BAJFINANCE"," 29-Apr-2021","5280.9","5484.85","5440.24","7258486","394879.42","392154","1537401","21.18","83638"
"HDFCBANK"," 29-Apr-2021","1476.8","1472.5","1481.15","12039276","178319.6","252296","4818551","40.02","71369"
"ICICIBANK"," 29-Apr-2021","621.35","621.45","619.55","34537860","213979.16","304029","10324897","29.89","63967"
"RELIANCE"," 29-Apr-2021","1997.3","2024.05","2024.21","8035915","162663.39","213153","2834103","35.27","57368"
"TATASTEEL"," 29-Apr-2021","971.4","1031.35","1015.76","44718647","454235.91","554647","5539528","12.39","56268"
"AXISBANK"," 29-Apr-2021","708.15","719.4","717.41","25939327","186091.96","312079","7357520","28.36","52783"
"INFY"," 29-Apr-2021","1356.0","1356.35","1360.05","5412357","73610.9","119277","3130945","57.85","42582"
"HDFC"," 29-Apr-2021","2577.0","2538.85","2569.65","3005468","77229.95","132826","1472924","49.01","37848"
"HCLTECH"," 29-Apr-2021","923.8","909.55","914.34","8588734","78529.88","363122","4041614","47.06","36954"
"SBIN"," 29-Apr-2021","363.4","359.4","361.26","63692926","230094.57","348461","10008961","15.71","36158"
"JSWSTEEL"," 29-Apr-2021","662.65","726.5","704.4","56816962","400217.34","531808","5065568","8.92","35681"
"SAIL"," 29-Apr-2021","103.5","112.5","108.6","144435081","156851.98","294322","31561386","21.85","34275"
"KOTAKBANK"," 29-Apr-2021","1811.45","1805.0","1811.62","3960095","71741.86","148490","1482157","37.43","26851"
"TCS"," 29-Apr-2021","3124.1","3115.25","3130.83","1621395","50763.06","98275","837567","51.66","26222"
"HINDALCO"," 29-Apr-2021","362.6","372.15","370.7","34391622","127489.79","237157","6771282","19.69","25101"
"MARUTI"," 29-Apr-2021","6573.8","6565.65","6580.77","757075","49821.35","64393","352987","46.63","23229"
"HINDUNILVR"," 29-Apr-2021","2406.55","2407.6","2419.82","3151150","76252.3","141048","946648","30.04","22907"
"BAJAJFINSV"," 29-Apr-2021","10489.3","11176.55","10980.4","1696498","186282.21","165425","195324","11.51","21447"
"VEDL"," 29-Apr-2021","243.9","255.05","249.62","25110119","62680.64","110599","7367172","29.34","18389"
"BHARTIARTL"," 29-Apr-2021","544.3","540.85","542.81","8683857","47136.94","98579","3138384","36.14","17035"
"HDFCLIFE"," 29-Apr-2021","672.6","674.65","675.36","3939217","26603.94","80099","2420410","61.44","16346"
"LAURUSLABS"," 29-Apr-2021","474.7","458.1","469.51","10006557","46981.98","149786","3337645","33.35","15670"
"TECHM"," 29-Apr-2021","977.4","976.9","977.28","2747579","26851.49","62023","1536386","55.92","15014"
"LT"," 29-Apr-2021","1375.9","1358.65","1366.4","2221346","30352.42","71953","1070434","48.19","14626"
"JINDALSTEL"," 29-Apr-2021","443.6","454.25","450.54","20739925","93442.52","184762","3072273","14.81","13841"
"NATIONALUM"," 29-Apr-2021","61.05","64.75","63.28","82049507","51917.34","112939","21679317","26.42","13718"
"INDUSINDBK"," 29-Apr-2021","926.9","939.45","936.94","12187280","114187.83","201702","1453609","11.93","13619"
"TATAMOTORS"," 29-Apr-2021","305.9","301.9","304.77","36647292","111689.98","186996","4193346","11.44","12780"
"ADANIPOWER"," 29-Apr-2021","94.5","97.0","98.04","41341948","40532.61","100623","12794658","30.95","12543"
"BPCL"," 29-Apr-2021","417.5","419.55","420.0","6632804","27857.75","64676","2976829","44.88","12502"
"WIPRO"," 29-Apr-2021","489.3","489.85","489.45","7641133","37399.89","82446","2534352","33.17","12404"
"ITC"," 29-Apr-2021","205.5","204.3","205.37","13096755","26896.42","95800","5887019","44.95","12090"
"GRASIM"," 29-Apr-2021","1341.15","1350.7","1348.65","1793007","24181.43","52053","872179","48.64","11762"
"ASIANPAINT"," 29-Apr-2021","2614.55","2613.45","2607.33","1295346","33773.94","64039","447979","34.58","11680"
"BIOCON"," 29-Apr-2021","390.85","393.9","395.86","13684521","54171.03","121676","2882051","21.06","11408"
"CADILAHC"," 29-Apr-2021","563.35","561.5","563.81","8442909","47601.87","79371","1940750","22.99","10942"
"DRREDDY"," 29-Apr-2021","5044.45","5102.3","5098.9","1071931","54656.66","74199","211996","19.78","10809"
"BRITANNIA"," 29-Apr-2021","3478.75","3468.9","3471.18","611087","21211.95","41655","309653","50.67","10748"
"M&M"," 29-Apr-2021","782.1","774.6","777.24","3642323","28309.77","96454","1341136","36.82","10423"
"CIPLA"," 29-Apr-2021","910.2","906.5","910.22","4953091","45084.21","88604","1122534","22.66","10217"
"ADANIPORTS"," 29-Apr-2021","746.25","746.75","753.06","13851910","104313.86","153293","1304895","9.42","9826"
"TVSMOTOR"," 29-Apr-2021","645.8","633.75","639.29","7575455","48429.41","104397","1510179","19.94","9654"
"HEROMOTOCO"," 29-Apr-2021","2926.25","2860.1","2886.24","1009327","29131.65","60682","318216","31.53","9184"
"HINDPETRO"," 29-Apr-2021","231.35","229.7","230.51","6138668","14150.11","66545","3905242","63.62","9001"
"ASHOKLEY"," 29-Apr-2021","116.95","115.1","116.22","22960700","26684.3","61564","7613988","33.16","8848"
"ADANIENT"," 29-Apr-2021","1185.2","1182.3","1195.22","4070698","48653.88","73596","738707","18.15","8829"
"UPL"," 29-Apr-2021","608.05","615.8","615.23","6257014","38495.0","74611","1420467","22.7","8739"
"SUNTV"," 29-Apr-2021","503.7","519.45","511.14","5527581","28253.89","71474","1656246","29.96","8465"
"RAIN"," 29-Apr-2021","179.05","184.9","183.96","16656345","30641.52","117907","4501877","27.03","8281"
"EICHERMOT"," 29-Apr-2021","2521.2","2462.9","2492.68","1170842","29185.29","64817","331074","28.28","8252"
"HDFCBANK"," 03-May-2021","1412.3","1414.45","1398.07","11236850","157099.46","341238","5720050","50.9","79970"
"RELIANCE"," 03-May-2021","1994.5","1959.05","1958.46","10909942","213666.39","343806","3800598","34.84","74433"
"BAJFINANCE"," 03-May-2021","5451.9","5551.15","5450.95","4033591","219868.92","217761","878746","21.79","47900"
"TATASTEEL"," 03-May-2021","1034.0","1064.75","1047.74","26484100","277484.24","338503","4393404","16.59","46031"
"INFY"," 03-May-2021","1354.35","1352.05","1350.88","4560337","61604.49","126788","2748838","60.28","37133"
"HDFC"," 03-May-2021","2420.1","2418.5","2401.4","2984938","71680.43","144750","1437363","48.15","34516"
"HCLTECH"," 03-May-2021","898.95","907.7","903.47","6871176","62078.73","192077","3707743","53.96","33498"
"ICICIBANK"," 03-May-2021","600.5","596.75","592.4","18010557","106694.2","201108","5156764","28.63","30548"
"BHARTIARTL"," 03-May-2021","536.75","558.85","547.44","14288088","78219.0","144212","5353429","37.47","29306"
"SAIL"," 03-May-2021","119.5","127.75","124.97","170916244","213601.43","396305","21450961","12.55","26807"
"KOTAKBANK"," 03-May-2021","1748.8","1725.45","1721.78","5593869","96314.12","204900","1554612","27.79","26766"
"AUBANK"," 03-May-2021","1004.3","924.05","929.14","6959261","64661.33","170359","2676936","38.47","24872"
"TITAN"," 03-May-2021","1491.65","1423.95","1433.79","3945733","56573.42","142010","1601475","40.59","22961"
"ITC"," 03-May-2021","202.6","200.95","200.87","20611626","41403.5","189472","11090236","53.81","22276"
"INDUSINDBK"," 03-May-2021","934.95","913.6","927.01","16854199","156239.41","285821","2373660","14.08","22004"
"SBIN"," 03-May-2021","353.5","350.6","347.45","43691860","151805.52","313847","5977717","13.68","20769"
"TCS"," 03-May-2021","3035.65","3037.0","3035.65","1545831","46926.05","109575","636257","41.16","19314"
"TECHM"," 03-May-2021","960.4","957.7","960.41","3506839","33679.99","54536","1967912","56.12","18900"
"ADANIPORTS"," 03-May-2021","730.05","761.4","747.35","25953577","193964.45","329203","2497461","9.62","18664"
"HDFCLIFE"," 03-May-2021","665.1","671.9","666.04","4908079","32689.91","101245","2706687","55.15","18027"
"DRREDDY"," 03-May-2021","5163.1","5185.95","5183.01","937899","48611.41","65239","331471","35.34","17180"
"SUNTV"," 03-May-2021","543.35","505.15","524.16","13929340","73011.65","189241","3234646","23.22","16954"
"HINDUNILVR"," 03-May-2021","2353.75","2408.0","2395.0","1692239","40529.16","80521","703310","41.56","16844"
"JSWSTEEL"," 03-May-2021","717.85","723.25","721.48","16906171","121974.39","179640","2248819","13.3","16224"
"AXISBANK"," 03-May-2021","714.9","702.75","700.77","13752878","96376.19","177816","2293568","16.68","16072"
"SBILIFE"," 03-May-2021","928.7","958.6","953.26","5424609","51710.75","130711","1565880","28.87","14926"
"BHEL"," 03-May-2021","48.3","53.5","51.24","133520586","68420.08","180590","28832230","21.59","14773"
"TATASTLBSL"," 03-May-2021","72.25","86.35","81.59","55062358","44924.1","163004","17902109","32.51","14606"
"BANDHANBNK"," 03-May-2021","329.75","318.85","318.89","13743805","43827.27","120032","4534902","33.0","14461"
"ADANIENT"," 03-May-2021","1158.7","1255.55","1216.67","11276228","137194.56","236879","1183885","10.5","14403"
"LAURUSLABS"," 03-May-2021","452.75","477.25","471.59","7513003","35430.92","96227","2994293","39.85","14120"
"HINDALCO"," 03-May-2021","364.4","369.95","367.41","15890242","58382.79","116737","3543910","22.3","13020"
"CIPLA"," 03-May-2021","910.35","910.2","913.39","6330144","57818.67","108715","1377939","21.77","12585"
"WIPRO"," 03-May-2021","492.75","487.35","488.82","8599731","42036.83","126044","2410571","28.03","11783"
"MARICO"," 03-May-2021","411.45","445.15","443.67","21636785","95995.34","245417","2447229","11.31","10857"
"TATAMOTORS"," 03-May-2021","293.85","293.0","290.96","35376618","102933.18","217697","3726649","10.53","10843"
"MARUTI"," 03-May-2021","6455.65","6597.85","6568.74","834923","54843.91","71917","162249","19.43","10657"
"ULTRACEMCO"," 03-May-2021","6278.95","6350.15","6275.8","402055","25232.17","38888","168849","42.0","10596"
"YESBANK"," 03-May-2021","14.55","13.9","13.72","248997751","34172.26","163715","75251974","30.22","10324"
"TATAMETALI"," 03-May-2021","1055.7","1251.45","1183.3","6509000","77021.12","186860","865084","13.29","10236"
"NATIONALUM"," 03-May-2021","64.65","67.65","66.92","59516858","39826.34","90871","15055768","25.3","10075"
"BPCL"," 03-May-2021","421.8","416.0","420.06","8059391","33854.32","108314","2363880","29.33","9929"
"VEDL"," 03-May-2021","257.25","256.45","257.87","12835262","33097.84","69884","3802238","29.62","9804"
"APOLLOHOSP"," 03-May-2021","3197.5","3204.3","3178.72","728281","23149.99","35589","295224","40.54","9384"
"BRITANNIA"," 03-May-2021","3449.0","3439.25","3457.82","570022","19710.33","40185","271088","47.56","9373"
"ATGL"," 03-May-2021","1150.75","1237.2","1212.34","1994587","24181.11","61617","763908","38.3","9261"
"NAUKRI"," 03-May-2021","4914.7","4864.95","4856.07","372170","18072.83","30867","188269","50.59","9142"
"INDIAMART"," 03-May-2021","7948.65","7733.45","7763.08","232566","18054.28","52774","115808","49.8","8990"
"DEEPAKNTR"," 03-May-2021","1865.6","1904.1","1914.08","2911349","55725.67","118840","466913","16.04","8937"
"POWERGRID"," 03-May-2021","220.05","220.8","220.83","8734538","19288.62","56798","4046253","46.32","8935"
"RELIANCE"," 04-May-2021","1959.05","1916.6","1935.83","10083693","195203.3","325798","4435071","43.98","85855"
"HDFCBANK"," 04-May-2021","1414.45","1388.35","1403.8","10743164","150812.2","263951","4454875","41.47","62537"
"TATASTEEL"," 04-May-2021","1064.75","1063.85","1072.68","24961628","267758.68","309589","5045352","20.21","54120"
"BAJFINANCE"," 04-May-2021","5551.15","5615.75","5670.74","4838347","274370.14","262578","912912","18.87","51768"
"ADANIPORTS"," 04-May-2021","761.4","768.75","771.89","31400296","242374.62","311611","6240022","19.87","48166"
"HDFC"," 04-May-2021","2418.5","2377.2","2401.21","3135834","75297.87","161798","1714470","54.67","41168"
"INFY"," 04-May-2021","1352.05","1329.4","1339.98","4887060","65485.65","158010","2857619","58.47","38291"
"HCLTECH"," 04-May-2021","907.7","900.95","907.88","6217026","56443.01","168209","4062318","65.34","36880"
"VEDL"," 04-May-2021","256.45","258.55","257.76","30234483","77933.73","93368","13878525","45.9","35773"
"SAIL"," 04-May-2021","127.75","128.0","131.33","195246744","256423.18","463309","26333762","13.49","34584"
"KOTAKBANK"," 04-May-2021","1725.45","1732.65","1745.27","4255151","74263.87","146566","1899690","44.64","33154"
"TATACHEM"," 04-May-2021","783.15","708.55","725.95","23262075","168869.95","384502","4468732","19.21","32440"
"SBILIFE"," 04-May-2021","958.6","982.9","980.77","10515809","103135.73","221039","2857263","27.17","28023"
"TCS"," 04-May-2021","3037.0","3049.75","3061.2","1990777","60941.68","94786","912440","45.83","27931"
"SBIN"," 04-May-2021","350.6","351.5","357.53","57749307","206470.2","342742","7751821","13.42","27715"
"BHARTIARTL"," 04-May-2021","558.85","552.45","557.72","13934607","77716.57","156159","4821183","34.6","26888"
"TECHM"," 04-May-2021","957.7","960.4","961.83","4064221","39091.04","58350","2571308","63.27","24731"
"ICICIBANK"," 04-May-2021","596.75","591.55","600.27","15115127","90731.15","170816","3728401","24.67","22380"
"TITAN"," 04-May-2021","1423.95","1402.9","1410.7","3194977","45071.64","131753","1583368","49.56","22336"
"AXISBANK"," 04-May-2021","702.75","700.35","710.29","11980155","85093.65","163128","3012155","25.14","21395"
"TATASTLBSL"," 04-May-2021","86.35","98.7","99.12","61704724","61158.74","257820","21180335","34.33","20993"
"CIPLA"," 04-May-2021","910.2","878.45","888.86","8347795","74200.07","150291","2274119","27.24","20213"
"HINDUNILVR"," 04-May-2021","2408.0","2407.65","2395.49","1453111","34809.14","80821","772815","53.18","18512"
"ITC"," 04-May-2021","200.95","199.6","200.61","18259282","36629.5","150994","8722406","47.77","17498"
"TATACONSUM"," 04-May-2021","677.1","645.25","653.68","7400792","48377.21","168508","2631827","35.56","17203"
"PNB"," 04-May-2021","34.5","37.45","37.38","426069700","159248.43","282870","45330561","10.64","16944"
"TATAMOTORS"," 04-May-2021","293.0","289.45","293.92","38640006","113568.83","215522","5558961","14.39","16338"
"BPCL"," 04-May-2021","416.0","421.45","424.14","9993939","42388.58","126972","3835206","38.38","16266"
"LAURUSLABS"," 04-May-2021","477.25","491.0","490.71","8877773","43563.91","114803","3174532","35.76","15577"
"LT"," 04-May-2021","1342.5","1337.6","1339.13","2029558","27178.33","69020","1041025","51.29","13940"
"HDFCLIFE"," 04-May-2021","671.9","667.85","671.71","4118750","27666.11","102269","2052018","49.82","13783"
"UPL"," 04-May-2021","617.8","611.25","629.59","13505599","85029.46","182349","2134496","15.8","13438"
"TATAPOWER"," 04-May-2021","99.85","101.05","101.85","55562146","56587.58","131351","13109177","23.59","13351"
"BHEL"," 04-May-2021","53.5","52.55","54.35","154123432","83759.3","225272","24473469","15.88","13301"
"LTTS"," 04-May-2021","2797.4","2575.5","2594.34","1559787","40466.12","103875","510545","32.73","13245"
"HINDALCO"," 04-May-2021","369.95","362.55","372.58","29767756","110907.33","208719","3538767","11.89","13184"
"BANKBARODA"," 04-May-2021","66.65","70.4","70.71","117824041","83314.25","221770","18606759","15.79","13156"
"MAGMA"," 04-May-2021","116.8","122.55","119.16","22446508","26748.25","38650","10848760","48.33","12927"
"POWERGRID"," 04-May-2021","220.8","218.05","219.0","11732310","25693.72","47304","5823205","49.63","12752"
"DRREDDY"," 04-May-2021","5185.95","5067.25","5120.0","795618","40735.61","57980","241367","30.34","12357"
"BAJAJFINSV"," 04-May-2021","11041.7","10986.45","11038.97","522101","57634.57","55521","111379","21.33","12295"
"AUBANK"," 04-May-2021","924.05","915.5","931.13","3514455","32724.3","97067","1306924","37.19","12169"
"GAIL"," 04-May-2021","137.5","143.75","143.48","31186406","44745.0","133544","8239457","26.42","11821"
"NESTLEIND"," 04-May-2021","16506.75","16546.6","16544.4","105796","17503.31","18748","71300","67.39","11796"
"ICICIPRULI"," 04-May-2021","551.7","553.7","555.36","6399340","35539.43","174205","2119487","33.12","11770"
"WIPRO"," 04-May-2021","487.35","481.95","482.16","8102429","39067.07","102716","2423908","29.92","11687"
"INDIAMART"," 04-May-2021","7733.45","7426.1","7518.46","434179","32643.58","95536","154203","35.52","11593"
"ADANIPOWER"," 04-May-2021","95.55","95.7","97.33","21392613","20821.02","50847","11781581","55.07","11467"
"M&M"," 04-May-2021","752.95","741.15","744.42","3820769","28442.47","128306","1493558","39.09","11118"
"JSWSTEEL"," 04-May-2021","723.25","715.4","722.29","13790054","99603.79","148401","1525527","11.06","11018"
"VEDL"," 05-May-2021","258.55","264.3","263.66","83074283","219037.61","157439","45312431","54.54","119470"
"HDFC"," 05-May-2021","2377.2","2377.6","2376.82","3458463","82201.52","126211","1961228","56.71","46614"
"BAJFINANCE"," 05-May-2021","5615.75","5515.15","5545.16","4378693","242805.58","253249","737993","16.85","40922"
"HDFCBANK"," 05-May-2021","1388.35","1402.6","1400.18","7210806","100963.92","162134","2895687","40.16","40544"
"LUPIN"," 05-May-2021","1057.95","1200.5","1162.89","26466899","307780.95","548467","3158374","11.93","36728"
"ADANIPORTS"," 05-May-2021","768.75","738.1","744.59","29426971","219108.83","349595","4651779","15.81","34636"
"RELIANCE"," 05-May-2021","1916.6","1920.1","1923.26","5719649","110003.64","190990","1762417","30.81","33895"
"SUNPHARMA"," 05-May-2021","645.15","683.4","673.39","25296369","170343.38","314714","4787480","18.93","32238"
"TCS"," 05-May-2021","3049.75","3095.7","3083.22","1939289","59792.56","115524","1003404","51.74","30937"
"INFY"," 05-May-2021","1329.4","1341.5","1337.33","3939788","52687.94","113183","2118097","53.76","28325"
"TATASTEEL"," 05-May-2021","1063.85","1070.15","1067.25","19249839","205443.64","269242","2623026","13.63","27994"
"ICICIBANK"," 05-May-2021","591.55","602.8","596.84","17253943","102979.06","203282","4277208","24.79","25528"
"CIPLA"," 05-May-2021","878.45","888.65","886.82","10491085","93036.62","175836","2836015","27.03","25150"
"CADILAHC"," 05-May-2021","569.15","601.7","594.8","23454643","139509.21","249047","4139704","17.65","24622"
"BHARTIARTL"," 05-May-2021","552.45","559.95","560.72","11872729","66573.16","173748","4054526","34.15","22734"
"BHEL"," 05-May-2021","52.55","56.75","55.37","167171542","92570.02","255053","40463887","24.21","22404"
"WIPRO"," 05-May-2021","481.95","490.6","490.81","11856591","58193.33","133151","4294845","36.22","21079"
"POWERGRID"," 05-May-2021","218.05","218.2","218.32","13037762","28464.21","42753","8383019","64.3","18301"
"SAIL"," 05-May-2021","128.0","130.3","130.03","104823675","136300.42","255101","13843651","13.21","18000"
"TECHM"," 05-May-2021","960.4","960.4","961.02","3041045","29224.99","57954","1784884","58.69","17153"
"APOLLOHOSP"," 05-May-2021","3181.25","3332.9","3292.52","1679977","55313.63","77831","482637","28.73","15890"
"TATASTLBSL"," 05-May-2021","98.7","93.6","97.08","45834492","44496.24","204781","15415326","33.63","14965"
"KOTAKBANK"," 05-May-2021","1732.65","1770.75","1759.05","2411643","42421.92","95109","807385","33.48","14202"
"AUROPHARMA"," 05-May-2021","956.5","1018.05","998.34","6019729","60097.32","122299","1407547","23.38","14052"
"HINDUNILVR"," 05-May-2021","2407.65","2394.65","2390.99","1256857","30051.34","74506","573572","45.64","13714"
"TATACHEM"," 05-May-2021","708.55","698.65","703.49","13401236","94276.22","220936","1874012","13.98","13183"
"SBIN"," 05-May-2021","351.5","355.4","354.45","40872501","144873.5","244000","3677289","9.0","13034"
